ID	Assessment	Class	IUCN_Group_Number	IUCN_Group	IUCN_Subgroup		Name	Scope	Severity	Irreversibility	Past_criticality	Current_criticality	Trend_of_change	Future_criticality	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_relevance_(value)	Strategic_relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
128	DE-AUE	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Decreased_water_and_nutrient_retention_capacity	1	2	1	2	1	2	3	NA	NA	NA	6	1	2	2	5	World	Temperate	Very
129	DE-AUE	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Damage_by_pesticide_residues	2	2	2	3	2	2	2	NA	NA	NA	6	1	2	2	5	World	Temperate	Very
130	DE-AUE	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Disturbance_of_wildlife	2	2	2	1	2	2	3	NA	NA	NA	7	2	2	2	4	World	Temperate	Very
131	DE-AUE	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Increased_competition_for_resources	1	3	2	1	2	2	3	NA	NA	NA	7	2	2	1	4	World	Temperate	Very
132	DE-AUE	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Reduced_structural_and_species_diversity__(of_forests)	3	3	2	4	3	2	2	NA	NA	NA	7	2	1	2	4	World	Temperate	Very
133	DE-AUE	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Shrub_encroachment	2	3	1	1	2	3	3	NA	NA	NA	8	2	2	3	3	World	Temperate	Very
134	DE-AUE	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Increased_browsing_(mice)	2	3	3	1	3	2	3	NA	NA	NA	8	2	2	2	3	World	Temperate	Very
135	DE-AUE	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eutrophication_	3	4	3	3	3	2	3	NA	NA	NA	8	2	3	2	3	World	Temperate	Very
136	DE-AUE	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_habitat	2	3	3	2	3	2	3	NA	NA	NA	8	2	2	4	3	World	Temperate	Very
137	DE-AUE	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Increased_predation_of_clutches_and_hatchlings	3	3	3	1	3	3	3	NA	NA	NA	9	3	3	3	2	World	Temperate	Very
138	DE-AUE	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Insect_calamities	3	3	3	3	3	2	4	NA	NA	NA	9	3	3	1	2	World	Temperate	Very
139	DE-AUE	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation	3	3	4	1	4	2	3	NA	NA	NA	9	3	3	2	2	World	Temperate	Very
140	DE-AUE	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Isolation	4	2	4	1	4	2	3	NA	NA	NA	9	3	2	2	2	World	Temperate	Very
141	DE-AUE	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Drought_stress_of_forest_stands	4	2	2	2	3	2	4	NA	NA	NA	9	3	3	3	2	World	Temperate	Very
142	DE-AUE	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_(in_forest_stands)	3	2	2	2	2	3	4	NA	NA	NA	9	3	3	3	2	World	Temperate	Very
143	DE-AUE	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_in_species_composition	2	3	4	1	3	4	4	NA	NA	NA	11	4	3	3	1	World	Temperate	Very
144	DE-RAN	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Reduced_pervasiveness_	1	3	2	3	2	1	2	NA	NA	NA	5	1	1	1	8	World	Temperate	Very
145	DE-RAN	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Reduced_structural_and_species_diversity_	4	3	4	3	4	1	1	NA	NA	NA	6	1	2	2	7	World	Temperate	Very
146	DE-RAN	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Damage_by_pesticide_residues	4	3	1	4	3	1	2	NA	NA	NA	6	1	2	2	7	World	Temperate	Very
147	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Eutrophication_(waters)	4	4	2	4	3	1	2	NA	NA	NA	6	1	1	1	7	World	Temperate	Very
148	DE-RAN	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Structural_deficiency	3	4	2	2	3	1	2	NA	NA	NA	6	1	1	1	7	World	Temperate	Very
149	DE-RAN	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation,_edge_effects	2	2	4	2	3	2	2	NA	NA	NA	7	2	3	1	6	World	Temperate	Very
150	DE-RAN	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Impairment_of_the_forest_microclimate	3	3	2	1	3	2	2	NA	NA	NA	7	2	3	2	6	World	Temperate	Very
151	DE-RAN	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Reduced_regeneration_capacity	4	4	1	2	3	2	2	NA	NA	NA	7	2	3	2	6	World	Temperate	Very
152	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Compacted_soils	3	3	3	1	3	2	2	NA	NA	NA	7	2	2	1	6	World	Temperate	Very
153	DE-RAN	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Isolation_(grasslands)	3	2	3	2	3	2	2	NA	NA	NA	7	2	3	2	6	World	Temperate	Very
154	DE-RAN	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_(grasslands)	3	2	2	2	3	2	2	NA	NA	NA	7	2	3	2	6	World	Temperate	Very
155	DE-RAN	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Trivialisation_of_the_flora,_reduction_in_genetic_diversity	3	2	2	2	3	2	2	NA	NA	NA	7	2	1	1	6	World	Temperate	Very
156	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Compacted_soils_(Peat)	3	3	3	2	3	2	2	NA	NA	NA	7	2	1	2	6	World	Temperate	Very
157	DE-RAN	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Isolation	3	2	4	2	4	2	2	NA	NA	NA	8	2	3	1	5	World	Temperate	Very
158	DE-RAN	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Devitalization/_physiological_stress_for_crop_plants	3	2	1	1	2	3	3	NA	NA	NA	8	2	3	3	5	World	Temperate	Very
159	DE-RAN	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Shrub_encroachment	1	4	3	1	3	3	2	NA	NA	NA	8	2	2	1	5	World	Temperate	Very
160	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Low_groundwater_formation_rate	3	4	2	3	3	2	3	NA	NA	NA	8	2	2	2	5	World	Temperate	Very
161	DE-RAN	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Damage_of_the_flowing_waters´_living_community	2	3	1	2	2	2	4	NA	NA	NA	8	2	2	2	5	World	Temperate	Very
162	DE-RAN	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_populations_sizes_(birds_and_bats)	1	2	4	1	3	3	3	NA	NA	NA	9	3	1	3	4	World	Temperate	Very
163	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Degraded_soils_(forests)	2	3	3	1	3	3	3	NA	NA	NA	9	3	3	3	4	World	Temperate	Very
164	DE-RAN	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Losses_in_forest_ecosystem_diversity	1	2	4	2	3	3	3	NA	NA	NA	9	3	2	3	4	World	Temperate	Very
165	DE-RAN	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Drought_stress_of_forest_stands_without_ground_water_connection	1	1	1	2	1	4	4	NA	NA	NA	9	3	2	2	4	World	Temperate	Very
166	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eutrophication_(forest)	3	2	3	1	3	3	3	NA	NA	NA	9	3	3	2	4	World	Temperate	Very
167	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Sagging,_subsidence_of_the_terrain	4	4	4	2	4	1	4	NA	NA	NA	9	3	2	2	4	World	Temperate	Very
168	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Peat_decay,_mineralisation	4	4	4	1	4	2	3	NA	NA	NA	9	3	2	1	4	World	Temperate	Very
169	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Groundwater_level_decline	4	4	2	1	3	3	3	NA	NA	NA	9	3	2	1	4	World	Temperate	Very
170	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Lowering_of_the_summer_low_waters	4	2	3	1	3	2	4	NA	NA	NA	9	3	2	1	4	World	Temperate	Very
171	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Lowering_of_base_runoff,_total_runoff	4	2	3	1	3	2	4	NA	NA	NA	9	3	2	3	4	World	Temperate	Very
172	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Higher_spring_floods	2	3	3	1	3	2	4	NA	NA	NA	9	3	2	3	4	World	Temperate	Very
173	DE-RAN	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Soil_covering_grass_and_shrub_vegetation	2	3	3	2	3	3	4	NA	NA	NA	10	3	3	2	3	World	Temperate	Very
174	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Low_nitrogen_availability_after_warm_winter	3	3	4	1	4	3	3	NA	NA	NA	10	3	3	3	3	World	Temperate	Very
175	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Higher_variation_within_one_year_effluent_flows_(of_the_tributaries_to_the_low_wetland)	3	2	3	1	3	3	4	NA	NA	NA	10	3	2	3	3	World	Temperate	Very
176	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Increase_of_the_frequency_of_low_water	4	2	3	1	3	3	4	NA	NA	NA	10	3	2	2	3	World	Temperate	Very
177	DE-RAN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Variation_of_the_water_surface	3	2	2	1	3	3	4	NA	NA	NA	10	3	2	1	3	World	Temperate	Very
178	DE-RAN	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Area_losses,_edge_effects	4	4	3	1	4	3	4	NA	NA	NA	11	4	2	2	2	World	Temperate	Very
179	DE-RAN	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Drought_stress_of_forest_stands_with_connection_to_ground_water	4	4	3	2	4	4	4	NA	NA	NA	12	4	2	2	1	World	Temperate	Very
180	DE-RAN	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Devitalisation_&_dieback_of_trees_by_pathogens_&_insect_infestations	3	3	4	1	4	4	4	NA	NA	NA	12	4	4	4	1	World	Temperate	Very
181	RU-ALY	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Changes_in_composition_and_age_of_forest_trees_	1	2	3	2	3	2	2	NA	NA	NA	7	2	1	3	4	World	Temperate	High
182	RU-ALY	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_in_species_composition_(water_fauna)	1	3	4	2	3	2	2	NA	NA	NA	7	2	4	3	4	World	Temperate	High
183	RU-ALY	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	1	4	4	2	4	2	2	NA	NA	NA	8	2	4	2	3	World	Temperate	High
184	RU-ALY	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(fish)	2	3	3	3	3	3	2	NA	NA	NA	8	2	2	2	3	World	Temperate	High
185	RU-ALY	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(except_fish)	3	3	3	3	3	3	2	NA	NA	NA	8	2	2	2	3	World	Temperate	High
186	RU-ALY	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Migration_routes_disrupted/disturbed	3	3	2	2	3	2	2	NA	NA	NA	7	2	3	2	4	World	Temperate	High
187	RU-ALY	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_game_species_habitats_	4	3	3	2	4	2	2	NA	NA	NA	8	2	3	3	3	World	Temperate	High
188	RU-ALY	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_plant_species_habitats	2	1	3	2	3	2	2	NA	NA	NA	7	2	1	3	4	World	Temperate	High
189	RU-ALY	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Deterioration_of_the_nesting_conditions_for_birds	1	4	3	2	3	3	2	NA	NA	NA	8	2	4	2	3	World	Temperate	High
190	RU-ALY	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Dieback_of_conifers	3	2	3	1	3	2	2	NA	NA	NA	7	2	3	3	4	World	Temperate	High
191	RU-ALY	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Shift_of_the_tree_line_up-_and_downward	3	4	4	2	4	2	2	NA	NA	NA	8	2	1	3	3	World	Temperate	High
192	RU-ALY	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Deterioration_of_the_quality_of_fresh_water	1	1	3	2	2	1	2	NA	NA	NA	5	1	4	2	5	World	Temperate	High
193	RU-ALY	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Reduction_of_freshwater_sources	3	4	4	1	4	4	3	NA	NA	NA	11	4	4	3	1	World	Temperate	High
194	KZ-ALY	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Changes_in_composition_and_age_of_forest_trees_	1	2	3	3	3	2	3	NA	NA	NA	8	2	4	1	2	World	Temperate	High
195	KZ-ALY	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_in_species_composition_(water_fauna)	1	2	4	1	3	2	2	NA	NA	NA	7	2	3	3	3	World	Temperate	High
196	KZ-ALY	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	1	4	4	2	4	2	2	NA	NA	NA	8	2	2	3	2	World	Temperate	High
197	KZ-ALY	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(fish)	1	1	2	1	2	2	2	NA	NA	NA	6	1	2	2	4	World	Temperate	High
198	KZ-ALY	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(except_fish)	1	1	2	2	2	2	3	NA	NA	NA	7	2	2	2	3	World	Temperate	High
199	KZ-ALY	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Migration_routes_disrupted/disturbed	1	2	4	2	3	2	4	NA	NA	NA	9	3	4	2	1	World	Temperate	High
200	KZ-ALY	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_game_species_habitats_	1	1	2	1	2	2	2	NA	NA	NA	6	1	3	3	4	World	Temperate	High
201	KZ-ALY	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_plant_species_habitats	1	1	2	1	2	2	2	NA	NA	NA	6	1	3	3	4	World	Temperate	High
202	KZ-ALY	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Deterioration_of_the_nesting_conditions_for_birds	1	4	2	2	3	2	2	NA	NA	NA	7	2	3	3	3	World	Temperate	High
203	KZ-ALY	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Dieback_of_conifers	1	2	1	1	2	2	2	NA	NA	NA	6	1	3	3	4	World	Temperate	High
204	KZ-ALY	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Shift_of_the_tree_line_up-_and_downward	2	3	3	1	3	2	3	NA	NA	NA	8	2	2	1	2	World	Temperate	High
205	KZ-ALY	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Deterioration_of_the_quality_of_fresh_water	1	2	1	3	2	2	2	NA	NA	NA	6	1	2	3	4	World	Temperate	High
206	KZ-ALY	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Reduction_of_freshwater_sources	3	3	3	1	3	3	3	NA	NA	NA	9	3	3	4	1	World	Temperate	High
207	EC-SIE	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water	2	4	1	1	2	3	3	NA	NA	NA	8	3	2	3	4	Amazon	Tropics	High
208	EC-SIE	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Changes_in_phenology	2	2	4	1	3	3	3	NA	NA	NA	9	3	3	2	3	Amazon	Tropics	High
209	EC-SIE	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	4	4	4	1	4	1	4	NA	NA	NA	9	3	3	3	3	Amazon	Tropics	High
210	EC-SIE	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes	2	1	2	1	2	3	4	NA	NA	NA	9	3	3	3	3	Amazon	Tropics	High
211	EC-SIE	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation	2	3	3	1	3	3	3	NA	NA	NA	9	3	2	1	3	Amazon	Tropics	High
212	EC-SIE	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Humus_reduction	2	1	3	1	3	3	3	NA	NA	NA	9	3	3	2	3	Amazon	Tropics	High
213	EC-SIE	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_	1	2	4	1	3	3	3	NA	NA	NA	9	3	4	4	3	Amazon	Tropics	High
214	EC-SIE	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	3	4	4	1	4	3	3	NA	NA	NA	10	3	4	3	2	Amazon	Tropics	High
215	EC-SIE	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	2	2	3	1	3	3	4	NA	NA	NA	10	3	2	2	2	Amazon	Tropics	High
216	EC-SIE	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_	1	1	4	1	3	3	4	NA	NA	NA	10	3	4	4	2	Amazon	Tropics	High
217	EC-SIE	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_habitats_(e.g._wetlands)	3	4	4	1	4	3	4	NA	NA	NA	11	4	3	2	1	Amazon	Tropics	High
218	KR-BDA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_agricultural_areas/space	1	1	1	1	1	1	2	NA	NA	NA	4	3	1	1	7	World	Temperate	Very
219	KR-BDA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Cutting_up_the_band_connecting_the_peaks_->_important_connecting_line_of_all_mountain_tops	2	3	3	2	3	3	4	NA	NA	NA	10	4	3	1	1	World	Temperate	Very
220	KR-BDA	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(of_culturally_important_species_(crane))	2	3	4	2	4	2	3	NA	NA	NA	9	4	3	1	2	World	Temperate	Very
221	KR-BDA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_living_space	1	2	3	1	3	1	2	NA	NA	NA	6	4	1	1	5	World	Temperate	Very
222	KR-BDA	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes	2	3	4	1	4	2	3	NA	NA	NA	9	4	3	2	2	World	Temperate	Very
223	KR-BDA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Total_loss_of_habitat	2	2	1	2	2	2	3	NA	NA	NA	7	4	3	2	4	World	Temperate	Very
224	KR-BDA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Reduction_of_habitat_size	2	2	1	2	2	2	3	NA	NA	NA	7	4	3	2	4	World	Temperate	Very
225	KR-BDA	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Changes_in_species_composition	1	2	3	2	3	2	3	NA	NA	NA	8	4	2	1	3	World	Temperate	Very
226	KR-BDA	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduction_of_biomass	1	1	1	1	1	2	3	NA	NA	NA	6	4	NA	NA	5	World	Temperate	Very
227	KR-BDA	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Changes_in_vegetation_composition	2	2	3	1	3	2	3	NA	NA	NA	8	4	3	3	3	World	Temperate	Very
228	KR-BDA	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Changes_in_food-chain	1	2	2	NA	2	NA	NA	NA	NA	NA	NA	2	3	2	NA	World	Temperate	Very
229	KR-BDA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Cutting_up_of_habitats	2	3	3	2	3	2	3	NA	NA	NA	8	4	3	2	3	World	Temperate	Very
230	KR-BDA	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_forests	1	2	2	2	2	3	4	NA	NA	NA	9	4	3	2	2	World	Temperate	Very
231	KR-BDA	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Reduced_species_diversity	1	2	3	1	3	2	3	NA	NA	NA	8	4	2	2	3	World	Temperate	Very
232	KR-BDA	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Changes_in_forest_structure_(loss_of_umbrella_species)	1	2	2	1	2	2	3	NA	NA	NA	7	4	2	1	4	World	Temperate	Very
233	KR-BDA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Deterioation_in_the_ratio_of_clay:_sand:fine_particles	1	1	2	1	2	1	2	NA	NA	NA	5	3	2	2	6	World	Temperate	Very
234	KR-BDA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Changes_in_soil_moisture	3	3	2	3	3	3	3	NA	NA	NA	9	4	2	2	2	World	Temperate	Very
235	KR-BDA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Decreasing_pH_	2	3	2	2	3	2	3	NA	NA	NA	8	4	2	2	3	World	Temperate	Very
236	KR-BDA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Decreasing_C/N_ratio	1	1	2	2	2	2	3	NA	NA	NA	7	4	2	2	4	World	Temperate	Very
237	KR-BDA	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Changes_in_micro_climate	2	2	3	1	3	2	3	NA	NA	NA	8	4	3	2	3	World	Temperate	Very
238	KR-BDA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water	3	3	2	3	3	3	4	NA	NA	NA	10	3	2	2	1	World	Temperate	Very
239	PE-ACR	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water	2	2	3	3	2	1	1	NA	NA	NA	4	1	2	2	8	Amazon	Tropics	High
240	PE-ACR	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Reduced_oxygen_availability_in_water_due_to_high_temperatures	1	1	1	2	1	2	2	NA	NA	NA	5	1	4	2	7	Amazon	Tropics	High
241	PE-ACR	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	4	3	3	3	4	1	1	NA	NA	NA	6	2	2	2	6	Amazon	Tropics	High
242	PE-ACR	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Extinction_of_big_predators	1	2	2	1	2	2	3	NA	NA	NA	7	2	2	3	5	Amazon	Tropics	High
243	PE-ACR	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Increased_noise_pollution	1	1	4	3	3	2	2	NA	NA	NA	7	2	1	1	5	Amazon	Tropics	High
244	PE-ACR	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_wetland_area	1	1	3	1	2	3	3	NA	NA	NA	8	3	2	2	4	Amazon	Tropics	High
245	PE-ACR	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes	4	3	3	1	4	3	1	NA	NA	NA	8	3	2	2	4	Amazon	Tropics	High
246	PE-ACR	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduced_primary_production_(fruits_and_seeds)	4	3	2	1	3	3	2	NA	NA	NA	8	3	3	3	4	Amazon	Tropics	High
247	PE-ACR	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Lack_of_pollinators_and_seed_dispersers	4	3	2	1	2	3	3	NA	NA	NA	8	3	3	2	4	Amazon	Tropics	High
248	PE-ACR	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_forests	2	2	4	1	2	3	3	NA	NA	NA	8	3	2	3	4	Amazon	Tropics	High
249	PE-ACR	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_forest_area	4	3	3	1	4	3	1	NA	NA	NA	8	3	2	3	4	Amazon	Tropics	High
250	PE-ACR	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Changes_in_composition_of_forest_fauna_and_flora	4	3	3	1	4	3	1	NA	NA	NA	8	3	2	3	4	Amazon	Tropics	High
251	PE-ACR	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Increase_instability_of_riverbed_soils	1	2	3	2	3	2	3	NA	NA	NA	8	3	3	2	4	Amazon	Tropics	High
252	PE-ACR	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_	4	1	1	1	2	3	4	NA	NA	NA	9	3	3	2.5	3	Amazon	Tropics	High
253	PE-ACR	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_	4	2	4	1	4	3	3	NA	NA	NA	10	4	4	3	2	Amazon	Tropics	High
254	PE-ACR	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Lowered_water_levels	4	4	4	1	4	4	4	NA	NA	NA	12	4	3	3	1	Amazon	Tropics	High
255	PE-PIN	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduced_primary_production	NA	NA	NA	1	1	2	1	NA	NA	NA	4	1	NA	NA	3	Amazon	Tropics	High
256	PE-PIN	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water_(rivers)	NA	NA	NA	1	3	4	2	NA	NA	NA	9	3	NA	NA	2	Amazon	Tropics	High
257	PE-PIN	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(animals)	NA	NA	NA	1	2	3	4	NA	NA	NA	9	3	NA	NA	2	Amazon	Tropics	High
258	PE-PIN	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Plants_more_vulnerable_to_pests_and_diseases	NA	NA	NA	1	2	3	4	NA	NA	NA	9	3	NA	NA	2	Amazon	Tropics	High
259	PE-PIN	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_	NA	NA	NA	1	2	3	4	NA	NA	NA	9	3	NA	NA	2	Amazon	Tropics	High
260	PE-PIN	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(fish)	NA	NA	NA	1	3	4	4	NA	NA	NA	11	4	NA	NA	1	Amazon	Tropics	High
261	PE-PIN	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_ecosystems	NA	NA	NA	1	3	4	4	NA	NA	NA	11	4	NA	NA	1	Amazon	Tropics	High
262	PE-PIN	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation	NA	NA	NA	1	3	4	4	NA	NA	NA	11	4	NA	NA	1	Amazon	Tropics	High
